Order ID,Quantity Ordered,Price Each,Order Date,Order Time,Purchase Address ID,Product ID,Customer ID
176603,1,11.95,4/1/2019,7:46:00 AM,47,1,68
223126,1,379.99,7/29/2019,4:38:00 PM,47,19,165
176604,1,11.95,4/2/2019,10:57:00 AM,48,1,90
175653,1,11.99,3/19/2019,4:02:00 PM,48,4,38
176605,1,11.95,4/15/2019,4:29:00 PM,49,1,428
176606,1,600.0,4/21/2019,2:16:00 PM,50,15,371
176607,2,2.99,4/18/2019,12:11:00 PM,51,10,145
176608,1,700.0,4/11/2019,12:01:00 PM,52,11,363
215414,1,109.99,6/28/2019,4:23:00 PM,52,14,119
167320,1,2.99,3/15/2019,9:40:00 AM,52,10,160
176609,1,150.0,4/11/2019,4:59:00 PM,53,9,73
176610,1,2.99,4/26/2019,12:40:00 AM,54,10,147
225384,1,109.99,7/8/2019,9:30:00 AM,54,14,253
227175,1,700.0,7/22/2019,2:46:00 PM,54,11,462
176611,1,99.99,4/30/2019,1:16:00 PM,55,2,198
193453,1,11.95,4/28/2019,2:59:00 PM,55,1,418
176612,1,150.0,4/4/2019,7:48:00 PM,56,9,274
176613,2,11.95,4/26/2019,6:58:00 PM,57,1,182
159721,3,11.95,2/27/2019,7:04:00 PM,57,1,473
176614,1,3.84,4/7/2019,9:01:00 PM,58,8,383
296162,1,14.95,12/31/2019,9:36:00 AM,58,6,338
314961,1,11.95,12/28/2019,11:50:00 PM,58,1,357
176615,1,14.95,4/30/2019,10:35:00 AM,59,6,252
176616,1,11.95,4/5/2019,8:40:00 PM,60,1,419
176617,1,150.0,4/25/2019,8:03:00 AM,61,9,8
310524,1,99.99,12/21/2019,10:58:00 AM,61,2,456
310524,1,99.99,12/21/2019,10:58:00 AM,61,2,431
176618,2,14.95,4/18/2019,9:44:00 PM,62,6,265
172590,1,11.95,3/17/2019,4:52:00 PM,62,1,182
176619,1,300.0,4/16/2019,6:37:00 PM,63,12,98
176620,1,11.95,4/17/2019,10:39:00 AM,64,1,94
166430,1,600.0,3/31/2019,12:05:00 PM,64,3,422
166430,1,11.95,3/31/2019,12:05:00 PM,64,1,98
203382,1,379.99,5/17/2019,10:10:00 AM,64,19,61
176621,1,14.95,4/11/2019,4:09:00 PM,65,6,263
176622,1,3.84,4/11/2019,8:16:00 PM,66,8,201
194526,1,2.99,5/14/2019,12:04:00 PM,66,10,334
176623,1,149.99,4/20/2019,11:51:00 PM,67,13,446
184740,1,700.0,4/19/2019,11:08:00 AM,67,11,339
176624,1,3.84,4/28/2019,10:44:00 AM,68,8,125
204015,2,3.84,5/15/2019,10:48:00 AM,68,8,15
176625,2,2.99,4/24/2019,7:00:00 PM,69,10,69
306322,1,2.99,12/29/2019,4:05:00 PM,69,10,444
176626,1,99.99,4/1/2019,9:40:00 PM,70,2,14
171228,1,2.99,3/9/2019,8:20:00 PM,70,10,214
176627,1,11.99,4/21/2019,2:57:00 PM,71,4,480
176628,2,14.95,4/15/2019,4:03:00 AM,72,6,174
176629,1,11.95,4/24/2019,11:56:00 AM,73,1,476
176630,1,600.0,4/10/2019,5:01:00 AM,74,3,360
298655,1,600.0,12/3/2019,8:32:00 PM,74,3,320
176631,1,11.95,4/13/2019,6:48:00 PM,75,1,116
176632,1,2.99,4/14/2019,2:28:00 PM,76,10,257
296488,1,11.95,12/18/2019,1:09:00 PM,76,1,447
151514,1,11.99,2/2/2019,1:02:00 PM,76,4,80
176633,1,999.99,4/23/2019,2:03:00 PM,77,16,243
176634,1,14.95,4/10/2019,8:00:00 AM,78,6,130
176635,1,400.0,4/26/2019,9:55:00 AM,79,17,267
193884,1,389.99,4/9/2019,6:01:00 AM,79,7,110
163014,1,300.0,3/27/2019,10:12:00 AM,79,12,271
176636,1,3.84,4/30/2019,8:37:00 PM,80,8,97
176637,1,2.99,4/17/2019,10:03:00 AM,81,10,122
222745,1,150.0,6/8/2019,4:12:00 PM,81,9,208
176638,1,11.95,4/20/2019,8:33:00 AM,82,1,492
151879,1,600.0,2/7/2019,1:21:00 AM,82,3,357
176639,1,1700.0,4/28/2019,4:14:00 PM,83,5,337
176640,2,11.99,4/27/2019,10:54:00 PM,84,4,49
147038,1,2.99,1/24/2019,6:25:00 PM,84,10,86
176641,1,14.95,4/25/2019,9:36:00 PM,85,6,193
199268,1,300.0,5/12/2019,9:59:00 AM,85,12,306
176642,1,3.84,4/17/2019,6:38:00 PM,86,8,315
176643,1,1700.0,4/27/2019,9:32:00 PM,87,5,490
176644,1,11.95,4/23/2019,2:09:00 AM,88,1,68
176645,3,2.99,4/26/2019,6:38:00 PM,89,10,225
176646,1,1700.0,4/22/2019,7:14:00 AM,90,5,177
176647,1,600.0,4/21/2019,7:40:00 PM,91,3,485
236398,1,389.99,7/4/2019,12:35:00 PM,91,7,27
176648,1,149.99,4/24/2019,1:17:00 AM,92,13,253
176649,1,11.95,4/9/2019,8:49:00 AM,93,1,459
176650,1,14.95,4/12/2019,4:47:00 PM,94,6,262
176651,1,700.0,4/7/2019,1:14:00 PM,95,11,93
173448,1,14.95,3/20/2019,6:28:00 AM,95,6,250
176652,1,600.0,4/9/2019,8:04:00 PM,96,18,486
176653,1,3.84,4/26/2019,7:20:00 PM,97,8,105
301484,1,99.99,12/27/2019,6:44:00 PM,97,2,253
176654,1,11.95,4/15/2019,7:35:00 PM,98,1,66
176655,1,150.0,4/11/2019,7:36:00 PM,99,9,331
238103,1,14.95,8/22/2019,5:14:00 PM,99,6,281
176656,1,600.0,4/12/2019,4:42:00 PM,100,3,342
176657,1,999.99,4/23/2019,10:16:00 AM,101,16,361
178010,1,11.99,4/2/2019,4:30:00 PM,101,4,264
176658,2,2.99,4/22/2019,8:51:00 AM,102,10,375
150347,1,149.99,1/31/2019,10:06:00 AM,102,13,301
224158,2,2.99,7/31/2019,2:11:00 PM,102,10,261
176659,1,109.99,4/29/2019,2:40:00 PM,103,14,103
176660,1,3.84,4/16/2019,5:10:00 PM,104,8,271
176661,1,11.99,4/25/2019,8:40:00 PM,105,4,388
176662,1,379.99,4/5/2019,12:46:00 PM,106,19,216
176663,1,99.99,4/5/2019,11:48:00 AM,107,2,458
176664,1,2.99,4/13/2019,6:59:00 PM,108,10,347
184950,1,149.99,4/12/2019,12:30:00 PM,108,13,304
219545,1,2.99,6/2/2019,7:01:00 AM,108,10,257
176665,1,999.99,4/7/2019,2:15:00 PM,109,16,18
176666,1,11.99,4/8/2019,4:50:00 PM,110,4,159
176667,1,389.99,4/11/2019,12:39:00 AM,111,7,448
160760,2,2.99,2/21/2019,10:18:00 AM,111,10,8
144084,1,2.99,1/22/2019,4:13:00 PM,111,10,423
176668,1,3.84,4/15/2019,8:46:00 PM,112,8,175
280373,1,11.95,11/21/2019,11:09:00 AM,112,1,350
176669,1,149.99,4/8/2019,12:57:00 PM,113,13,413
176670,1,150.0,4/25/2019,9:23:00 PM,114,9,489
156555,1,999.99,2/11/2019,7:36:00 PM,114,16,274
176671,2,2.99,4/23/2019,4:31:00 PM,115,10,430
176672,1,14.95,4/12/2019,11:07:00 AM,116,6,448
176672,1,11.95,4/12/2019,11:07:00 AM,116,1,97
176673,1,109.99,4/10/2019,8:17:00 AM,117,14,287
176674,3,2.99,4/20/2019,8:53:00 PM,118,10,295
176675,1,2.99,4/2/2019,9:02:00 AM,119,10,337
176676,1,600.0,4/9/2019,12:35:00 AM,120,15,312
224830,1,14.95,7/19/2019,6:38:00 PM,120,6,471
176677,1,379.99,4/1/2019,11:50:00 AM,121,19,251
176678,2,3.84,4/19/2019,10:12:00 PM,122,8,138
315195,1,99.99,12/27/2019,5:19:00 PM,122,2,274
168993,2,11.95,3/24/2019,1:45:00 PM,122,1,400
176679,1,150.0,4/16/2019,11:12:00 AM,123,9,422
176680,1,11.95,4/13/2019,11:28:00 AM,124,1,463
198408,1,14.95,5/3/2019,2:22:00 PM,124,6,115
176681,1,150.0,4/20/2019,10:39:00 AM,125,9,298
176681,1,999.99,4/20/2019,10:39:00 AM,125,16,288
176682,1,14.95,4/27/2019,6:19:00 AM,126,6,140
176683,1,3.84,4/3/2019,1:54:00 PM,127,8,363
176684,1,11.95,4/17/2019,12:51:00 AM,128,1,256
176685,1,379.99,4/23/2019,10:53:00 PM,129,19,373
176686,1,11.99,4/17/2019,3:17:00 PM,130,4,271
176687,1,1700.0,4/30/2019,10:26:00 AM,131,5,317
209638,1,99.99,5/2/2019,6:01:00 PM,131,2,286
209638,1,14.95,5/2/2019,6:01:00 PM,131,6,484
176688,1,300.0,4/20/2019,6:25:00 PM,132,12,484
239903,1,3.84,8/15/2019,10:49:00 AM,132,8,251
176689,1,99.99,4/24/2019,5:15:00 PM,133,2,340
176689,2,2.99,4/24/2019,5:15:00 PM,133,10,149
176690,1,109.99,4/4/2019,6:33:00 PM,134,14,151
316091,1,999.99,12/23/2019,3:07:00 PM,134,16,37
206080,4,2.99,5/12/2019,12:21:00 PM,134,10,113
176691,1,2.99,4/12/2019,11:57:00 AM,135,10,277
176692,1,11.99,4/8/2019,6:21:00 PM,136,4,243
176693,1,3.84,4/22/2019,9:00:00 AM,137,8,491
176694,1,11.95,4/5/2019,8:46:00 PM,138,1,310
300172,1,150.0,12/4/2019,7:10:00 AM,138,9,164
176695,2,3.84,4/12/2019,8:50:00 PM,139,8,94
204598,1,14.95,5/3/2019,2:21:00 AM,139,6,287
176696,1,700.0,4/7/2019,12:41:00 PM,140,11,57
176697,1,11.99,4/20/2019,10:38:00 PM,141,4,106
176698,1,99.99,4/2/2019,4:15:00 PM,142,2,132
176699,1,99.99,4/28/2019,6:04:00 PM,143,2,4
300317,1,150.0,12/25/2019,8:25:00 PM,143,9,364
176700,1,379.99,4/7/2019,11:10:00 PM,144,19,478
176701,1,11.95,4/11/2019,1:05:00 PM,145,1,454
176702,1,3.84,4/23/2019,7:44:00 PM,146,8,218
176703,1,109.99,4/17/2019,10:00:00 AM,147,14,262
176704,2,3.84,4/17/2019,10:00:00 AM,148,8,144
176705,2,14.95,4/6/2019,9:38:00 AM,149,6,52
176706,1,14.95,4/13/2019,1:32:00 PM,150,6,120
247317,1,999.99,8/26/2019,6:38:00 AM,150,16,410
200247,2,11.95,5/2/2019,11:10:00 AM,150,1,10
176707,1,150.0,4/13/2019,10:34:00 AM,151,9,466
176708,1,11.99,4/28/2019,11:03:00 PM,152,4,116
300712,1,3.84,12/16/2019,2:36:00 PM,152,8,483
176709,1,3.84,4/24/2019,2:17:00 PM,153,8,443
176710,2,109.99,4/7/2019,10:00:00 AM,154,14,379
176711,1,300.0,4/30/2019,10:58:00 AM,155,12,416
225428,1,600.0,7/29/2019,9:28:00 PM,155,3,193
225428,1,99.99,7/29/2019,9:28:00 PM,155,2,233
176712,1,600.0,4/20/2019,5:21:00 AM,156,3,430
212245,1,99.99,6/7/2019,11:47:00 PM,156,2,293
176713,1,11.99,4/21/2019,10:48:00 AM,157,4,307
176714,1,11.95,4/26/2019,11:34:00 PM,158,1,406
160776,1,109.99,2/17/2019,11:10:00 PM,158,14,46
176715,1,150.0,4/27/2019,4:43:00 PM,159,9,261
176716,1,11.99,4/24/2019,2:43:00 PM,160,4,405
176717,1,150.0,4/19/2019,10:34:00 AM,161,9,202
176718,1,14.95,4/22/2019,7:14:00 PM,162,6,382
307777,1,300.0,12/28/2019,10:26:00 PM,162,12,214
176719,1,300.0,4/27/2019,1:07:00 PM,163,12,177
176720,1,14.95,4/21/2019,10:35:00 AM,164,6,139
176721,1,2.99,4/26/2019,9:08:00 PM,165,10,460
313083,1,11.99,12/31/2019,9:29:00 PM,165,4,344
176286,1,99.99,3/9/2019,4:33:00 PM,165,2,344
176722,1,389.99,4/1/2019,10:57:00 AM,166,7,68
193992,1,3.84,4/1/2019,6:27:00 AM,166,8,178
147081,1,14.95,1/21/2019,3:36:00 PM,166,6,141
176723,1,389.99,4/19/2019,9:31:00 PM,167,7,309
176724,1,14.95,4/26/2019,8:59:00 PM,168,6,234
173111,1,379.99,3/6/2019,7:22:00 AM,168,19,57
176725,2,3.84,4/15/2019,2:33:00 PM,169,8,395
176726,1,11.95,4/13/2019,6:14:00 PM,170,1,322
229946,1,3.84,7/25/2019,6:13:00 PM,170,8,238
176727,1,14.95,4/14/2019,2:26:00 PM,171,6,330
176728,1,14.95,4/21/2019,7:38:00 AM,172,6,37
176729,1,11.95,4/24/2019,9:57:00 AM,173,1,145
234516,1,11.99,7/8/2019,11:28:00 AM,173,4,299
176730,1,99.99,4/17/2019,8:27:00 AM,174,2,72
176731,2,2.99,4/21/2019,4:17:00 PM,175,10,405
176732,1,700.0,4/23/2019,9:33:00 AM,176,11,272
176733,1,109.99,4/11/2019,1:31:00 PM,177,14,491
176734,1,150.0,4/3/2019,10:13:00 PM,178,9,201
176735,1,149.99,4/16/2019,11:52:00 PM,179,13,410
176736,1,3.84,4/17/2019,11:48:00 AM,180,8,245
239846,1,700.0,8/17/2019,1:32:00 PM,180,11,75
318114,1,99.99,12/18/2019,12:52:00 PM,180,2,417
176737,1,150.0,4/7/2019,1:28:00 AM,181,9,476
176738,1,3.84,4/3/2019,1:17:00 PM,182,8,137
199157,1,99.99,5/15/2019,12:33:00 AM,182,2,405
176739,1,379.99,4/5/2019,5:38:00 PM,183,19,116
176739,1,600.0,4/5/2019,5:38:00 PM,183,3,152
176740,1,99.99,4/24/2019,3:10:00 PM,184,2,146
247830,1,14.95,8/12/2019,8:07:00 PM,184,6,46
176741,1,11.95,4/29/2019,6:49:00 PM,185,1,227
176742,1,11.99,4/17/2019,9:54:00 AM,186,4,342
188268,1,400.0,4/15/2019,3:51:00 PM,186,17,72
176743,1,389.99,4/1/2019,9:17:00 AM,187,7,156
176744,1,14.95,4/14/2019,7:59:00 PM,188,6,27
176745,1,11.99,4/24/2019,9:23:00 AM,189,4,305
176746,1,389.99,4/8/2019,7:04:00 PM,190,7,337
176747,1,1700.0,4/27/2019,3:04:00 PM,191,5,197
148570,1,150.0,1/30/2019,3:40:00 PM,191,9,354
176748,1,300.0,4/24/2019,3:28:00 PM,192,12,457
176749,1,999.99,4/26/2019,7:55:00 AM,193,16,259
176750,1,3.84,4/13/2019,11:52:00 PM,194,8,95
176751,1,2.99,4/18/2019,1:01:00 PM,195,10,482
176752,1,3.84,4/13/2019,11:59:00 PM,196,8,304
236941,1,14.95,8/22/2019,9:46:00 AM,196,6,477
176753,1,11.95,4/1/2019,11:07:00 PM,197,1,332
176754,1,379.99,4/2/2019,5:07:00 PM,198,19,306
176755,1,389.99,4/9/2019,4:21:00 PM,199,7,409
176756,1,149.99,4/5/2019,5:06:00 PM,200,13,360
176757,1,3.84,4/11/2019,8:28:00 PM,201,8,314
176758,1,379.99,4/18/2019,9:26:00 PM,202,19,31
199155,1,11.95,5/21/2019,10:36:00 AM,202,1,320
281661,1,149.99,11/9/2019,1:58:00 PM,202,13,235
176759,1,14.95,4/6/2019,12:46:00 PM,203,6,270
146159,1,150.0,1/6/2019,10:29:00 AM,203,9,220
176760,1,11.99,4/2/2019,8:32:00 PM,204,4,431
176884,1,11.95,4/11/2019,9:04:00 AM,204,1,401
176761,1,150.0,4/26/2019,8:00:00 PM,205,9,144
144632,1,3.84,1/5/2019,1:22:00 PM,205,8,500
197769,1,150.0,5/3/2019,5:34:00 PM,205,9,274
176762,1,3.84,4/18/2019,2:06:00 PM,206,8,165
176763,1,11.95,4/25/2019,1:36:00 PM,207,1,345
307266,1,379.99,12/6/2019,6:46:00 PM,207,19,118
154597,1,11.95,2/18/2019,9:28:00 PM,207,1,248
176764,1,11.99,4/16/2019,7:52:00 PM,208,4,490
176765,1,11.95,4/14/2019,8:44:00 PM,209,1,112
303290,1,149.99,12/11/2019,6:34:00 PM,209,13,213
232477,2,2.99,7/7/2019,10:23:00 PM,209,10,152
176766,2,3.84,4/21/2019,7:52:00 PM,210,8,37
176767,1,389.99,4/9/2019,2:18:00 PM,211,7,265
176768,1,11.99,4/4/2019,12:03:00 AM,212,4,320
176769,1,3.84,4/29/2019,2:14:00 PM,213,8,86
183763,1,149.99,4/19/2019,3:57:00 PM,213,13,417
176770,1,11.99,4/8/2019,5:38:00 PM,214,4,466
176771,1,14.95,4/24/2019,5:40:00 PM,215,6,220
299311,2,11.95,12/5/2019,6:39:00 PM,215,1,63
176772,1,3.84,4/10/2019,9:48:00 PM,216,8,367
176773,2,2.99,4/25/2019,8:07:00 PM,217,10,409
176774,1,14.95,4/25/2019,3:06:00 PM,218,6,386
176774,1,11.95,4/25/2019,3:06:00 PM,218,1,422
316255,1,14.95,12/5/2019,6:35:00 PM,218,6,201
176775,2,11.95,4/1/2019,8:56:00 PM,219,1,106
245255,2,2.99,8/22/2019,3:51:00 PM,219,10,292
151884,1,1700.0,2/7/2019,10:01:00 PM,219,5,19
173278,1,150.0,3/19/2019,7:42:00 AM,219,9,373
176776,1,99.99,4/24/2019,11:28:00 PM,220,2,302
191995,1,14.95,4/27/2019,5:26:00 PM,220,6,265
176777,1,150.0,4/14/2019,4:53:00 PM,221,9,240
214519,1,379.99,6/7/2019,9:22:00 PM,221,19,85
176778,1,379.99,4/12/2019,5:46:00 PM,222,19,403
176779,1,149.99,4/4/2019,4:46:00 PM,223,13,95
305597,1,150.0,12/18/2019,5:41:00 PM,223,9,7
176780,1,14.95,4/18/2019,11:51:00 PM,224,6,182
176781,1,700.0,4/3/2019,7:37:00 AM,225,11,384
176781,1,14.95,4/3/2019,7:37:00 AM,225,6,157
176782,1,150.0,4/22/2019,1:42:00 PM,226,9,321
176783,1,150.0,4/5/2019,11:40:00 AM,227,9,447
299500,1,14.95,12/24/2019,10:19:00 PM,227,6,72
176784,1,2.99,4/8/2019,10:14:00 AM,228,10,237
176785,1,99.99,4/3/2019,3:39:00 PM,229,2,455
176786,1,109.99,4/6/2019,4:40:00 PM,230,14,102
233422,1,150.0,7/25/2019,10:34:00 PM,230,9,289
176787,1,600.0,4/14/2019,10:10:00 AM,231,3,124
176788,1,99.99,4/15/2019,4:39:00 AM,232,2,221
176789,1,14.95,4/21/2019,8:15:00 PM,233,6,72
247942,1,700.0,8/11/2019,3:29:00 PM,233,11,58
176790,1,2.99,4/28/2019,12:07:00 PM,234,10,145
176791,1,600.0,4/21/2019,11:43:00 AM,235,3,176
243545,1,11.95,8/23/2019,3:02:00 PM,235,1,250
204906,1,11.95,5/9/2019,1:49:00 PM,235,1,405
176792,1,389.99,4/30/2019,7:29:00 PM,236,7,226
176793,1,11.99,4/17/2019,5:09:00 PM,237,4,88
204169,1,700.0,5/23/2019,11:22:00 PM,237,11,245
176794,1,14.95,4/10/2019,9:40:00 PM,238,6,210
176795,1,11.99,4/13/2019,11:46:00 AM,239,4,381
309328,1,14.95,12/4/2019,5:12:00 PM,239,6,166
176796,1,99.99,4/7/2019,8:44:00 AM,240,2,432
176797,1,600.0,4/21/2019,8:54:00 AM,241,3,90
176797,1,99.99,4/21/2019,8:54:00 AM,241,2,40
176797,1,11.99,4/21/2019,8:54:00 AM,241,4,498
176798,1,700.0,4/6/2019,10:31:00 AM,242,11,486
176799,1,11.99,4/3/2019,2:24:00 PM,243,4,326
176800,1,14.95,4/9/2019,11:35:00 AM,244,6,13
176801,1,400.0,4/28/2019,6:52:00 PM,245,17,429
176802,1,3.84,4/29/2019,5:33:00 PM,246,8,10
176803,1,3.84,4/1/2019,11:00:00 PM,247,8,359
176804,1,99.99,4/21/2019,9:56:00 PM,248,2,274
176805,1,600.0,4/1/2019,3:50:00 PM,249,3,145
176805,1,11.95,4/1/2019,3:50:00 PM,249,1,46
176806,1,1700.0,4/22/2019,1:26:00 PM,250,5,8
176807,1,11.95,4/21/2019,5:13:00 PM,251,1,294
176808,1,600.0,4/28/2019,6:03:00 PM,252,3,200
176808,1,11.99,4/28/2019,6:03:00 PM,252,4,97
176809,2,99.99,4/19/2019,1:14:00 AM,253,2,147
159384,1,11.95,2/25/2019,7:19:00 PM,253,1,78
176810,1,2.99,4/30/2019,2:57:00 PM,254,10,53
236396,1,150.0,7/12/2019,12:40:00 PM,254,9,68
176811,2,3.84,4/14/2019,11:02:00 PM,255,8,462
176812,1,11.99,4/20/2019,4:40:00 PM,256,4,386
236225,1,400.0,7/23/2019,5:04:00 PM,256,17,430
176813,1,600.0,4/28/2019,6:01:00 PM,257,3,422
176813,1,11.99,4/28/2019,6:01:00 PM,257,4,368
176814,1,14.95,4/9/2019,12:09:00 PM,258,6,475
176815,1,2.99,4/4/2019,1:36:00 PM,259,10,491
189910,1,600.0,4/7/2019,9:59:00 PM,259,3,217
189910,1,11.95,4/7/2019,9:59:00 PM,259,1,203
176816,1,389.99,4/19/2019,8:14:00 PM,260,7,471
176817,1,14.95,4/26/2019,8:47:00 PM,261,6,242
176818,1,11.99,4/9/2019,2:19:00 AM,262,4,185
176819,2,3.84,4/15/2019,5:44:00 AM,263,8,196
176820,1,11.95,4/17/2019,12:10:00 PM,264,1,188
319150,1,379.99,12/8/2019,9:18:00 PM,264,19,346
176821,1,379.99,4/18/2019,3:08:00 PM,265,19,477
176826,1,99.99,4/11/2019,12:15:00 AM,265,2,459
176822,1,2.99,4/22/2019,7:50:00 PM,266,10,276
176823,1,11.99,4/6/2019,8:18:00 PM,267,4,200
238076,1,109.99,8/21/2019,2:36:00 PM,267,14,452
176824,2,11.95,4/3/2019,1:01:00 PM,268,1,310
164683,1,150.0,3/28/2019,2:19:00 PM,268,9,264
176825,1,600.0,4/13/2019,10:31:00 PM,269,18,439
312054,1,11.95,12/17/2019,9:25:00 AM,269,1,418
176827,1,2.99,4/20/2019,1:36:00 PM,270,10,381
178160,1,99.99,4/3/2019,8:01:00 PM,270,2,334
176828,1,700.0,4/7/2019,10:13:00 PM,271,11,364
176829,1,11.99,4/30/2019,9:09:00 AM,272,4,254
176830,1,11.99,4/18/2019,12:02:00 PM,273,4,140
176831,1,11.95,4/1/2019,7:39:00 AM,274,1,455
242004,1,3.84,8/8/2019,8:37:00 AM,274,8,492
313990,1,11.95,12/25/2019,4:20:00 PM,274,1,440
314649,1,11.99,12/1/2019,9:51:00 PM,274,4,484
176832,1,150.0,4/19/2019,8:21:00 PM,275,9,94
207868,1,3.84,5/28/2019,2:05:00 PM,275,8,484
176833,1,11.99,4/21/2019,7:32:00 PM,276,4,149
176834,1,14.95,4/15/2019,8:42:00 PM,277,6,358
239970,1,3.84,8/8/2019,11:35:00 AM,277,8,149
302746,1,700.0,12/12/2019,8:50:00 PM,277,11,487
302746,1,14.95,12/12/2019,8:50:00 PM,277,6,326
227007,1,11.95,7/29/2019,11:04:00 PM,277,1,74
227007,1,149.99,7/29/2019,11:04:00 PM,277,13,390
216739,1,600.0,6/26/2019,9:39:00 PM,277,3,250
217225,1,150.0,6/13/2019,5:26:00 AM,277,9,339
204983,1,11.99,5/22/2019,9:48:00 PM,277,4,483
176835,1,11.95,4/23/2019,4:55:00 PM,278,1,283
176836,2,11.95,4/10/2019,2:20:00 PM,279,1,122
297250,1,700.0,12/16/2019,12:42:00 PM,279,11,466
176837,1,14.95,4/10/2019,12:29:00 PM,280,6,80
296124,1,14.95,12/7/2019,8:38:00 AM,280,6,285
195593,1,2.99,5/28/2019,7:06:00 PM,280,10,458
176838,1,14.95,4/5/2019,6:44:00 PM,281,6,272
176839,1,109.99,4/10/2019,7:19:00 AM,282,14,352
176840,1,11.95,4/2/2019,10:08:00 AM,283,1,99
176841,3,2.99,4/26/2019,10:50:00 PM,284,10,395
176842,2,3.84,4/6/2019,11:16:00 PM,285,8,210
161377,1,150.0,2/9/2019,8:49:00 AM,285,9,55
